Replacement Policy = LRU
-------------------------------------
Page   Content of Frames
13 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 50 87 29 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 71 03 56 31 83 35 43 15 
60     90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 50 87 29 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 71 03 56 31 83 35 43 15 
30     90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 50 87 29 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 71 03 56 31 83 35 43 15 
77     90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 50 87 29 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 71 03 56 31 83 35 43 15 
09 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 29 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 71 03 56 31 83 35 43 15 
49     90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 29 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 71 03 56 31 83 35 43 15 
97 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 29 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
63 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 63 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
81     90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 63 88 49 07 92 13 12 76 40 36 47 98 30 96 89 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
02 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 63 88 49 07 92 13 12 76 40 36 47 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
25     90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 63 88 49 07 92 13 12 76 40 36 47 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
62 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 63 62 49 07 92 13 12 76 40 36 47 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
92     90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 63 62 49 07 92 13 12 76 40 36 47 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
43     90 81 77 66 86 60 25 65 75 84 28 68 39 57 85 38 09 87 63 62 49 07 92 13 12 76 40 36 47 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
48 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 48 38 09 87 63 62 49 07 92 13 12 76 40 36 47 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
44     90 81 77 66 86 60 25 65 75 84 28 68 39 57 48 38 09 87 63 62 49 07 92 13 12 76 40 36 47 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
42 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 48 38 09 42 63 62 49 07 92 13 12 76 40 36 47 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
99 F   90 81 77 66 86 60 25 65 75 84 28 68 39 57 48 38 09 42 63 62 49 07 92 13 12 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
07     90 81 77 66 86 60 25 65 75 84 28 68 39 57 48 38 09 42 63 62 49 07 92 13 12 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
71 F   90 81 77 66 71 60 25 65 75 84 28 68 39 57 48 38 09 42 63 62 49 07 92 13 12 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
59 F   90 81 77 66 71 60 25 65 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 12 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
37     90 81 77 66 71 60 25 65 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 12 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
45 F   90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 12 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
44     90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 12 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
94 F   90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
61     90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 31 83 35 43 15 
34 F   90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 34 83 35 43 15 
78     90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 34 83 35 43 15 
39     90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 34 83 35 43 15 
43     90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 34 83 35 43 15 
02     90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 36 99 98 30 96 02 61 53 14 78 17 44 79 37 67 97 03 56 34 83 35 43 15 
46 F   90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 36 99 98 30 96 02 61 53 14 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
74 F   90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 14 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
80 F   90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
76     90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
79     90 81 77 66 71 60 25 45 75 84 28 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
69 F   90 81 77 66 71 60 25 45 75 84 69 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
77     90 81 77 66 71 60 25 45 75 84 69 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
47 F   47 81 77 66 71 60 25 45 75 84 69 59 39 57 48 38 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
16 F   47 81 77 66 71 60 25 45 75 84 69 59 39 57 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
07     47 81 77 66 71 60 25 45 75 84 69 59 39 57 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 98 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
85 F   47 81 77 66 71 60 25 45 75 84 69 59 39 57 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
59     47 81 77 66 71 60 25 45 75 84 69 59 39 57 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
26 F   47 81 77 66 71 60 25 45 75 84 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
44     47 81 77 66 71 60 25 45 75 84 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
66     47 81 77 66 71 60 25 45 75 84 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
42     47 81 77 66 71 60 25 45 75 84 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
28 F   47 81 77 66 71 60 25 45 75 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 40 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
11 F   47 81 77 66 71 60 25 45 75 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
66     47 81 77 66 71 60 25 45 75 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
19 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
61     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 35 43 15 
50 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 50 43 15 
11     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 50 43 15 
16     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 50 43 15 
53     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 50 43 15 
08 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 56 34 83 50 43 08 
73 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 73 34 83 50 43 08 
78     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 96 02 61 53 80 78 46 44 79 37 67 97 03 73 34 83 50 43 08 
17 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 67 97 03 73 34 83 50 43 08 
42     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 67 97 03 73 34 83 50 43 08 
82 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 67 97 03 73 34 82 50 43 08 
37     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 67 97 03 73 34 82 50 43 08 
39     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 67 97 03 73 34 82 50 43 08 
92     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 67 97 03 73 34 82 50 43 08 
53     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 67 97 03 73 34 82 50 43 08 
26     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 67 97 03 73 34 82 50 43 08 
38 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 38 97 03 73 34 82 50 43 08 
17     47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 38 97 03 73 34 82 50 43 08 
15 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 13 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
14 F   47 81 77 66 71 60 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 14 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
22 F   47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 14 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
53     47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 14 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
28     47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 14 94 76 11 74 99 85 30 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
83 F   47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 09 42 63 62 49 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
95 F   47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 63 62 49 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
04 F   47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 63 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
99     47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 63 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
47     47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 63 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
48     47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 63 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
07     47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 63 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
39     47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 63 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 97 15 73 34 82 50 43 08 
29 F   47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 63 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
20 F   47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 20 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
78     47 81 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 20 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
91 F   47 91 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 20 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
15     47 91 77 66 71 22 25 45 19 28 69 59 39 26 48 16 95 42 20 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
87 F   47 91 77 66 71 22 87 45 19 28 69 59 39 26 48 16 95 42 20 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
94     47 91 77 66 71 22 87 45 19 28 69 59 39 26 48 16 95 42 20 62 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
41 F   47 91 77 66 71 22 87 45 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
73     47 91 77 66 71 22 87 45 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
09 F   47 91 77 66 09 22 87 45 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
68 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
44     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
20     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
59     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 34 82 50 43 08 
12 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 12 82 50 43 08 
70 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 12 82 50 70 08 
82     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 12 82 50 70 08 
66     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 02 61 53 80 78 46 44 79 37 38 29 15 73 12 82 50 70 08 
31 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 31 61 53 80 78 46 44 79 37 38 29 15 73 12 82 50 70 08 
97 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 31 61 53 80 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
29     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 74 99 85 83 17 31 61 53 80 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
46 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 46 99 85 83 17 31 61 53 80 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
02 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
15     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
53     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 76 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
27 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
09     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
15     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
15     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
08     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
46     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
99     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
19     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
68     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
22     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
66     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
91     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
28     47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 79 37 38 29 15 73 12 82 50 70 08 
01 F   47 91 77 66 09 22 87 68 19 28 69 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
54 F   47 91 77 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
47     47 91 77 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
88 F   47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
16     47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 85 83 17 31 61 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
60 F   47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 60 83 17 31 61 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
13 F   47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 60 83 17 31 13 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
12     47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 60 83 17 31 13 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
60     47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 60 83 17 31 13 53 02 78 97 44 01 37 38 29 15 73 12 82 50 70 08 
74 F   47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 11 46 99 60 83 17 31 13 53 02 78 97 44 01 37 38 29 15 73 12 82 74 70 08 
30 F   47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 30 46 99 60 83 17 31 13 53 02 78 97 44 01 37 38 29 15 73 12 82 74 70 08 
92     47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 42 20 41 04 07 92 14 94 27 30 46 99 60 83 17 31 13 53 02 78 97 44 01 37 38 29 15 73 12 82 74 70 08 
79 F   47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 79 20 41 04 07 92 14 94 27 30 46 99 60 83 17 31 13 53 02 78 97 44 01 37 38 29 15 73 12 82 74 70 08 
87     47 91 88 66 09 22 87 68 19 28 54 59 39 26 48 16 95 79 20 41 04 07 92 14 94 27 30 46 99 60 83 17 31 13 53 02 78 97 44 01 37 38 29 15 73 12 82 74 70 08 
