Replacement Policy = LRU
-------------------------------------
Page   Content of Frames
32     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 96 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 53 28 
06 F   12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 96 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
14     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 96 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
39     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 96 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
49 F   12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
59     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
51     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
14     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
68     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
14     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 74 51 14 16 52 71 64 06 28 
41 F   12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
91     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
72     12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 76 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
33 F   12 85 36 61 66 59 39 79 82 50 04 81 88 89 75 03 49 20 46 25 99 94 01 34 45 33 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
15 F   12 85 36 61 66 59 39 79 82 50 04 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
12     12 85 36 61 66 59 39 79 82 50 04 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
75 F   12 85 36 61 75 59 39 79 82 50 04 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 38 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
09 F   12 85 36 61 75 59 39 79 82 50 04 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
86 F   12 85 36 61 75 59 39 79 82 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
77     12 85 36 61 75 59 39 79 82 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
40 F   12 85 36 61 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
07     12 85 36 61 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
67     12 85 36 61 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
37 F   12 85 36 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
64     12 85 36 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
74 F   12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
52     12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 45 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
82 F   12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 94 01 34 82 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
10 F   12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
67     12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 17 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
24 F   12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 16 52 71 64 06 28 
30 F   12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
99     12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 56 32 22 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
53 F   12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 56 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
10     12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 56 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
25     12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 56 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
83 F   12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
64     12 85 74 37 75 59 39 79 40 50 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
54 F   12 85 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
42 F   12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 28 
70 F   12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 11 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 70 
94 F   12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 70 
49     12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 70 
51     12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 70 
67     12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 70 
81     12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 01 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 70 
65 F   12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 65 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 71 64 06 70 
05 F   12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 65 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 90 77 41 51 14 30 52 05 64 06 70 
84 F   12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 20 46 25 99 10 65 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
08 F   12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 08 46 25 99 10 65 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
70     12 42 74 37 75 59 39 79 40 54 86 81 88 89 15 03 49 08 46 25 99 10 65 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
93 F   12 42 74 37 75 59 39 79 40 54 86 81 88 93 15 03 49 08 46 25 99 10 65 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
99     12 42 74 37 75 59 39 79 40 54 86 81 88 93 15 03 49 08 46 25 99 10 65 34 82 33 24 09 94 35 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
63 F   12 42 74 37 75 59 39 79 40 54 86 81 88 93 15 03 49 08 46 25 99 10 65 34 82 33 24 09 94 63 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
32     12 42 74 37 75 59 39 79 40 54 86 81 88 93 15 03 49 08 46 25 99 10 65 34 82 33 24 09 94 63 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
11 F   12 42 74 37 75 59 39 11 40 54 86 81 88 93 15 03 49 08 46 25 99 10 65 34 82 33 24 09 94 63 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
16 F   12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 03 49 08 46 25 99 10 65 34 82 33 24 09 94 63 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
35 F   12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 03 49 08 46 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
69 F   12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 69 49 08 46 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
74     12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 69 49 08 46 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 73 84 77 41 51 14 30 52 05 64 06 70 
58 F   12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 69 49 08 46 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 06 70 
99     12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 69 49 08 46 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 06 70 
97 F   12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 06 70 
62 F   12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
07     12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
05     12 42 74 37 75 59 39 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
66 F   12 42 74 37 75 59 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
82     12 42 74 37 75 59 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
83     12 42 74 37 75 59 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
51     12 42 74 37 75 59 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
42     12 42 74 37 75 59 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
72     12 42 74 37 75 59 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
84     12 42 74 37 75 59 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
79 F   12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
64     12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
12     12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 68 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
95 F   12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 95 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
70     12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 95 07 91 72 58 84 77 41 51 14 30 52 05 64 62 70 
56 F   12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 95 07 91 72 58 84 77 41 51 56 30 52 05 64 62 70 
93     12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 95 07 91 72 58 84 77 41 51 56 30 52 05 64 62 70 
13 F   12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 95 07 91 72 58 84 77 13 51 56 30 52 05 64 62 70 
93     12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 95 07 91 72 58 84 77 13 51 56 30 52 05 64 62 70 
92 F   12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
54     12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 33 24 09 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
96 F   12 42 74 37 75 79 66 11 40 54 86 81 16 93 15 69 49 08 97 25 99 10 65 35 82 96 24 09 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
47 F   12 42 74 37 75 79 66 11 40 54 86 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 09 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
79     12 42 74 37 75 79 66 11 40 54 86 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 09 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
48 F   12 42 74 37 48 79 66 11 40 54 86 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 09 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
61 F   12 42 74 37 48 79 66 11 40 54 86 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
68 F   12 42 74 37 48 79 66 11 40 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
42     12 42 74 37 48 79 66 11 40 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
61     12 42 74 37 48 79 66 11 40 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
47     12 42 74 37 48 79 66 11 40 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 77 13 51 56 30 52 05 64 62 70 
75 F   12 42 74 37 48 79 66 11 40 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 30 52 05 64 62 70 
83     12 42 74 37 48 79 66 11 40 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 30 52 05 64 62 70 
50 F   12 42 74 37 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 30 52 05 64 62 70 
10     12 42 74 37 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 30 52 05 64 62 70 
77 F   12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 30 52 05 64 62 70 
04 F   12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 24 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 30 04 05 64 62 70 
73 F   12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 73 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 30 04 05 64 62 70 
52 F   12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 73 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
48     12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 73 61 94 63 83 32 53 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
27 F   12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 73 61 94 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
67     12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 25 99 10 65 35 82 96 73 61 94 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
15 F   12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 15 99 10 65 35 82 96 73 61 94 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
61     12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 15 99 10 65 35 82 96 73 61 94 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
46 F   12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 49 08 97 15 99 10 65 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
02 F   12 42 74 77 48 79 66 11 50 54 68 81 16 93 47 69 02 08 97 15 99 10 65 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
94 F   12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 08 97 15 99 10 65 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
84     12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 08 97 15 99 10 65 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
62     12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 08 97 15 99 10 65 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
03 F   12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 08 97 15 99 10 03 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
41 F   12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
15     12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
35     12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 63 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
86 F   12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 32 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
22 F   12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
12     12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
82     12 42 74 77 48 79 66 11 50 54 68 94 16 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
09 F   12 42 74 77 48 79 66 09 50 54 68 94 16 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
19 F   12 42 74 77 48 79 66 09 50 54 68 94 19 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
47     12 42 74 77 48 79 66 09 50 54 68 94 19 93 47 69 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
44 F   12 42 74 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
68     12 42 74 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
81 F   12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
96     12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
22     12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
09     12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
10     12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 58 84 75 13 51 56 52 04 05 64 62 70 
60 F   12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 99 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 60 84 75 13 51 56 52 04 05 64 62 70 
16 F   12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 16 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 60 84 75 13 51 56 52 04 05 64 62 70 
92     12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 16 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 60 84 75 13 51 56 52 04 05 64 62 70 
94     12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 97 15 16 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 60 84 75 13 51 56 52 04 05 64 62 70 
23 F   12 42 81 77 48 79 66 09 50 54 68 94 19 93 47 44 02 41 23 15 16 10 03 35 82 96 73 61 46 86 83 22 27 67 95 07 92 72 60 84 75 13 51 56 52 04 05 64 62 70 
