Replacement Policy = LRU
-------------------------------------
Page   Content of Frames
10 F   98 70 73 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 93 97 71 18 29 74 95 63 56 04 26 02 27 13 50 76 15 78 47 67 37 90 52 43 25 96 39 
43     98 70 73 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 93 97 71 18 29 74 95 63 56 04 26 02 27 13 50 76 15 78 47 67 37 90 52 43 25 96 39 
48 F   98 70 73 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 93 97 48 18 29 74 95 63 56 04 26 02 27 13 50 76 15 78 47 67 37 90 52 43 25 96 39 
78     98 70 73 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 93 97 48 18 29 74 95 63 56 04 26 02 27 13 50 76 15 78 47 67 37 90 52 43 25 96 39 
89 F   98 70 73 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 93 97 48 18 29 74 95 63 56 04 26 02 27 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
71 F   98 70 73 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 93 97 48 18 29 74 71 63 56 04 26 02 27 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
45 F   98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 93 97 48 18 29 74 71 63 56 04 26 02 27 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
55 F   98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 27 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
25     98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 27 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
75 F   98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
31     98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
04     98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
99     98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
10     98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
96     98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
99     98 70 45 22 77 46 34 16 68 36 84 33 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
35 F   98 70 45 22 77 46 34 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
63     98 70 45 22 77 46 34 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
76     98 70 45 22 77 46 34 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
67     98 70 45 22 77 46 34 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
33 F   98 70 45 22 33 46 34 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 15 78 47 67 37 90 52 43 25 96 39 
06 F   98 70 45 22 33 46 34 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 13 89 76 06 78 47 67 37 90 52 43 25 96 39 
15 F   98 70 45 22 33 46 34 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
79     98 70 45 22 33 46 34 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
09 F   98 70 45 22 33 46 09 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
24     98 70 45 22 33 46 09 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 97 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
34 F   98 70 45 22 33 46 09 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
94     98 70 45 22 33 46 09 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
79     98 70 45 22 33 46 09 16 68 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
13 F   98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
41     98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 37 90 52 43 25 96 39 
65 F   98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 65 90 52 43 25 96 39 
20 F   98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 65 90 20 43 25 96 39 
04     98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 65 90 20 43 25 96 39 
73 F   98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 02 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
77 F   98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 59 24 99 28 41 79 12 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
02 F   98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 59 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
69 F   98 70 45 22 33 46 09 16 13 36 84 35 31 19 94 69 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
97 F   98 70 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
29     98 70 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
18     98 70 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
06     98 70 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
48     98 70 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 39 
80 F   98 70 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
54 F   98 54 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 28 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
83 F   98 54 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 83 41 79 02 10 55 34 48 18 29 74 71 63 56 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
28 F   98 54 45 97 33 46 09 16 13 36 84 35 31 19 94 69 24 99 83 41 79 02 10 55 34 48 18 29 74 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
86 F   98 54 45 97 33 46 09 86 13 36 84 35 31 19 94 69 24 99 83 41 79 02 10 55 34 48 18 29 74 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
66 F   98 54 45 97 33 46 09 86 13 66 84 35 31 19 94 69 24 99 83 41 79 02 10 55 34 48 18 29 74 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
10     98 54 45 97 33 46 09 86 13 66 84 35 31 19 94 69 24 99 83 41 79 02 10 55 34 48 18 29 74 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
73     98 54 45 97 33 46 09 86 13 66 84 35 31 19 94 69 24 99 83 41 79 02 10 55 34 48 18 29 74 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
72 F   98 54 45 97 33 46 09 86 13 66 72 35 31 19 94 69 24 99 83 41 79 02 10 55 34 48 18 29 74 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
23 F   98 54 45 97 33 46 09 86 13 66 72 35 31 19 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
38 F   98 54 45 97 33 46 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
72     98 54 45 97 33 46 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
81 F   98 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 26 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
60 F   98 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
29     98 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
77     98 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
72     98 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
91 F   91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
47     91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
69     91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 78 47 67 65 73 20 43 25 96 80 
87 F   91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 78 47 67 65 73 20 87 25 96 80 
16 F   91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 16 47 67 65 73 20 87 25 96 80 
45     91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 89 76 06 16 47 67 65 73 20 87 25 96 80 
78 F   91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 71 63 28 04 60 77 75 15 78 76 06 16 47 67 65 73 20 87 25 96 80 
70 F   91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 70 63 28 04 60 77 75 15 78 76 06 16 47 67 65 73 20 87 25 96 80 
63     91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 55 34 48 18 29 23 70 63 28 04 60 77 75 15 78 76 06 16 47 67 65 73 20 87 25 96 80 
40 F   91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 75 15 78 76 06 16 47 67 65 73 20 87 25 96 80 
17 F   91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 75 15 78 76 06 16 47 67 65 73 20 87 17 96 80 
84 F   91 54 45 97 33 81 09 86 13 66 72 35 31 38 94 69 24 99 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 76 06 16 47 67 65 73 20 87 17 96 80 
30 F   91 54 45 97 33 81 09 86 13 66 72 35 30 38 94 69 24 99 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 76 06 16 47 67 65 73 20 87 17 96 80 
20     91 54 45 97 33 81 09 86 13 66 72 35 30 38 94 69 24 99 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 76 06 16 47 67 65 73 20 87 17 96 80 
42 F   91 54 45 97 33 81 09 86 13 66 72 35 30 38 94 69 24 99 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 76 06 16 47 67 65 73 20 87 17 42 80 
36 F   91 54 45 97 33 81 09 86 13 66 72 35 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 76 06 16 47 67 65 73 20 87 17 42 80 
19 F   91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 76 06 16 47 67 65 73 20 87 17 42 80 
49 F   91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 67 65 73 20 87 17 42 80 
38     91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 67 65 73 20 87 17 42 80 
24     91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 67 65 73 20 87 17 42 80 
70     91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 67 65 73 20 87 17 42 80 
26 F   91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 26 65 73 20 87 17 42 80 
10     91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 26 65 73 20 87 17 42 80 
02     91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 26 65 73 20 87 17 42 80 
18     91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 26 65 73 20 87 17 42 80 
86     91 54 45 97 33 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 26 65 73 20 87 17 42 80 
68 F   91 54 45 97 68 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 26 65 73 20 87 17 42 80 
36     91 54 45 97 68 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 26 65 73 20 87 17 42 80 
29     91 54 45 97 68 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 15 78 49 06 16 47 26 65 73 20 87 17 42 80 
95 F   91 54 45 97 68 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
94     91 54 45 97 68 81 09 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
12 F   91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 34 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
15 F   91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
69     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
78     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
60     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
06     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 79 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
96 F   91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 96 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
65     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 96 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
13     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 96 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
63     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 96 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
72     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 41 96 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
25 F   91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
97     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 48 18 29 23 70 63 28 04 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
52 F   91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 48 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
95     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 48 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
98 F   91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 98 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
78     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 98 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
65     91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 98 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 80 
53 F   91 54 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 98 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
99 F   91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 83 25 96 02 10 40 15 98 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
92 F   91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
18     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 28 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
67 F   91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
26     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
10     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
68     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
77     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
53     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
38     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
36     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
94     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
36     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
67     91 99 45 97 68 81 12 86 13 66 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
27 F   91 99 45 97 68 81 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 73 20 87 17 42 53 
07 F   91 99 45 97 68 81 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 07 20 87 17 42 53 
87     91 99 45 97 68 81 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 23 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 07 20 87 17 42 53 
57 F   91 99 45 97 68 81 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 07 20 87 17 42 53 
90 F   91 99 45 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 07 20 87 17 42 53 
77     91 99 45 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 07 20 87 17 42 53 
41 F   41 99 45 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 07 20 87 17 42 53 
68     41 99 45 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 16 47 26 65 07 20 87 17 42 53 
31 F   41 99 45 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 16 31 26 65 07 20 87 17 42 53 
94     41 99 45 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 16 31 26 65 07 20 87 17 42 53 
