Replacement Policy = FIFO
-------------------------------------
Page   Content of Frames
10     26 75 61 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 25 14 69 
43 F   26 75 61 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 14 69 
48 F   26 75 61 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 69 
78     26 75 61 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 69 
89 F   26 75 61 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
71     26 75 61 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
45 F   45 75 61 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
55 F   45 55 61 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
25 F   45 55 25 41 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
75 F   45 55 25 75 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
31     45 55 25 75 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
04     45 55 25 75 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
99     45 55 25 75 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
10     45 55 25 75 35 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
96 F   45 55 25 75 96 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
99     45 55 25 75 96 01 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
35 F   45 55 25 75 96 35 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
63     45 55 25 75 96 35 03 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
76 F   45 55 25 75 96 35 76 10 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
67 F   45 55 25 75 96 35 76 67 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
33     45 55 25 75 96 35 76 67 94 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
06 F   45 55 25 75 96 35 76 67 06 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
15     45 55 25 75 96 35 76 67 06 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
79     45 55 25 75 96 35 76 67 06 59 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
09 F   45 55 25 75 96 35 76 67 06 09 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
24     45 55 25 75 96 35 76 67 06 09 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
34     45 55 25 75 96 35 76 67 06 09 85 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
94 F   45 55 25 75 96 35 76 67 06 09 94 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
79     45 55 25 75 96 35 76 67 06 09 94 28 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
13 F   45 55 25 75 96 35 76 67 06 09 94 13 79 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
41 F   45 55 25 75 96 35 76 67 06 09 94 13 41 66 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
65 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 77 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
20 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
04     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
73     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 71 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
77 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
02     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 18 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
69 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
97     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
29     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 95 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
18 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
06     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
48     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 63 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
80 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 73 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
54 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 56 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
83 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 27 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
28 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 33 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
86 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 04 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
66 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 29 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
10 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 15 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
73 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 78 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
72 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 34 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
23 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 74 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
38 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
72     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 97 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
81 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 47 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
60 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 68 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
29 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
77     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
72     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 37 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
91 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 52 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
47 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
69     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 02 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
87 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
16     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
45     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 12 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
78 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
70     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 98 22 39 70 16 31 36 84 46 24 99 43 48 89 
63 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 22 39 70 16 31 36 84 46 24 99 43 48 89 
40 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 39 70 16 31 36 84 46 24 99 43 48 89 
17 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 70 16 31 36 84 46 24 99 43 48 89 
84     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 70 16 31 36 84 46 24 99 43 48 89 
30 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 16 31 36 84 46 24 99 43 48 89 
20     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 16 31 36 84 46 24 99 43 48 89 
42 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 31 36 84 46 24 99 43 48 89 
36     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 31 36 84 46 24 99 43 48 89 
19 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 36 84 46 24 99 43 48 89 
49 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 84 46 24 99 43 48 89 
38     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 84 46 24 99 43 48 89 
24     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 84 46 24 99 43 48 89 
70 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 46 24 99 43 48 89 
26 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 24 99 43 48 89 
10     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 24 99 43 48 89 
02 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 99 43 48 89 
18     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 99 43 48 89 
86     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 99 43 48 89 
68 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 43 48 89 
36 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 48 89 
29     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 48 89 
95 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 89 
94     45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 89 
12 F   45 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
15 F   15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
69     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
78     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
60     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
06     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
96     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
65     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
13     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
63     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
72     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
25     15 55 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
97 F   15 97 25 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
52 F   15 97 52 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
95     15 97 52 75 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
98 F   15 97 52 98 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
78     15 97 52 98 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
65     15 97 52 98 96 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
53 F   15 97 52 98 53 35 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
99 F   15 97 52 98 53 99 76 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
92 F   15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
18     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
67     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
26     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
10     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
68     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
77     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
53     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
38     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
36     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
94     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
36     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
67     15 97 52 98 53 99 92 67 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
27 F   15 97 52 98 53 99 92 27 06 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
07 F   15 97 52 98 53 99 92 27 07 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
87     15 97 52 98 53 99 92 27 07 09 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
57 F   15 97 52 98 53 99 92 27 07 57 94 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
90 F   15 97 52 98 53 99 92 27 07 57 90 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
77     15 97 52 98 53 99 92 27 07 57 90 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
41     15 97 52 98 53 99 92 27 07 57 90 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
68     15 97 52 98 53 99 92 27 07 57 90 13 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
31 F   15 97 52 98 53 99 92 27 07 57 90 31 41 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
94 F   15 97 52 98 53 99 92 27 07 57 90 31 94 65 20 77 69 18 80 54 83 28 86 66 10 73 72 23 38 81 60 29 91 47 87 78 63 40 17 30 42 19 49 70 26 02 68 36 95 12 
